Time (sec),Watt
1,152.5
2,152.38
3,148.91
4,158.65
5,160.56
6,160.09
7,160.81
8,160.07
9,159.69
10,158.6
11,160.61
12,158.55
13,158.28
14,157.72
15,158.41
16,157.57
17,159.8
18,159.3
19,158.22
20,159.25
21,159.81
22,159.41
23,158.98
24,159.7
25,159.16
26,155.87
27,157.18
28,159.39
29,158.71
30,159.24
31,159.5
32,159.72
33,160.22
34,158.81
35,155.68
36,156.23
37,155.79
38,155.63
39,155.06
40,154.23
41,154.44
42,154.76
43,155.44
44,155.59
45,154.78
46,155.66
47,156.44
48,157.15
49,156.65
50,159.18
51,159.1
52,151.96
53,151.87
54,154.86
55,156.49
56,156.85
57,156.93
58,155.62
59,154.32
60,154.88
