Time (sec),Watt
1,160.09
2,159.96
3,156.31
4,159.47
5,160.72
6,160.67
7,160.69
8,160.6
9,161.1
10,161.69
11,160.3
12,160.35
13,160.19
14,160.53
15,160.07
16,160.37
17,159.35
18,159.56
19,159.77
20,159.71
21,159.81
22,159.18
23,159.7
24,159.73
25,160.06
26,160.26
27,160.22
28,159.65
29,159.85
30,159.81
31,159.95
32,159.61
33,159.1
34,159.39
35,159.34
36,158.96
37,158.79
38,158.82
39,157.96
40,158.52
41,159.41
42,159.46
43,158.99
44,158.86
45,159.17
46,159.26
47,159.25
48,159.71
49,158.7
50,158.51
51,158.24
52,158.2
53,158.86
54,158.65
55,159.31
56,159.38
57,158.69
58,158.43
59,158.89
60,159.59
