Time (sec),Watt
1,137.87
2,138.11
3,138.01
4,134.27
5,154.33
6,155.96
7,157.24
8,157.36
9,155.91
10,154.33
11,154.36
12,154.85
13,155.89
14,155.14
15,154.34
16,153.72
17,158.82
18,156.01
19,154.92
20,153.48
21,159.54
22,160.55
23,161.17
24,161.02
25,160.98
26,161.51
27,160.8
28,161.14
29,159.62
30,160.84
31,159.11
32,159.26
33,157.89
34,157.45
35,156.05
36,156.59
37,155.53
38,156.48
39,155.78
40,155.71
41,159.41
42,159.66
43,145.84
44,140.26
45,137.13
46,135.8
47,135.1
48,139.1
49,138.96
50,140.7
51,139.92
52,138.67
53,140.3
54,138.78
55,138.51
56,138.28
57,137
58,137.56
59,137.49
60,137.9
