Time (sec),Watt
1,154.99
2,155.26
3,155.08
4,156.2
5,162.63
6,164.77
7,163.85
8,160.05
9,159.69
10,160.1
11,160.75
12,159.89
13,158.99
14,158.42
15,160.02
16,158.87
17,158.43
18,157.78
19,157.65
20,157.4
21,158.23
22,158.23
23,157.37
24,156.83
25,155.08
26,155.31
27,155.75
28,155.67
29,155.93
30,155.75
31,155.35
32,155.89
33,155.67
34,155.54
35,155.49
36,155.65
37,156.39
38,157.59
39,155.62
40,156.54
41,157.43
42,158.1
43,157.87
44,157.79
45,158.65
46,158.18
47,158.43
48,157.81
49,159.08
50,159.26
51,157.88
52,157.25
53,156.97
54,157.63
55,153.87
56,153.4
57,157.97
58,159.21
59,158.82
60,159.4
