Time (sec),Watt
1,156.91
2,157.81
3,155.16
4,155.52
5,156.4
6,162.3
7,162.74
8,163.37
9,163.3
10,163.15
11,162.25
12,162.74
13,158.21
14,157.01
15,159.64
16,162.05
17,159.28
18,158.57
19,157.77
20,158.15
21,159.5
22,158.64
23,158.31
24,158.78
25,159.15
26,160.01
27,158.18
28,158.75
29,159.49
30,159.47
31,159.01
32,159.57
33,159.11
34,159.85
35,160.18
36,159.27
37,159
38,158.33
39,158.51
40,158.2
41,156.73
42,157.86
43,157.76
44,158.54
45,158.05
46,157.8
47,157.37
48,157.59
49,156.57
50,157.1
51,157.58
52,156.33
53,156.02
54,157.11
55,156.75
56,156.57
57,156.08
58,156.09
59,156.04
60,156.49
