Time (sec),Watt
1,155.87
2,155.46
3,156.41
4,156.39
5,160.83
6,160.39
7,159.5
8,159.48
9,160.9
10,160.51
11,160.48
12,160.02
13,158.86
14,158.05
15,156.13
16,159.48
17,155.44
18,153.94
19,153.58
20,154.07
21,154.91
22,154.47
23,156.44
24,153.84
25,158.67
26,153.59
27,154.59
28,158.44
29,157.68
30,157.37
31,153.18
32,153.37
33,153.05
34,153.26
35,153.3
36,152.84
37,152.34
38,152.55
39,152.96
40,155.83
41,154.75
42,155.33
43,154.5
44,153.52
45,153.85
46,153.77
47,153.97
48,154.45
49,154.58
50,154.48
51,153.87
52,158.9
53,159.08
54,153.48
55,156.3
56,156.82
57,156.51
58,156
59,156.2
60,156.87
