Time (sec),Watt
1,154.3
2,154.41
3,155.46
4,158.89
5,160.63
6,161.14
7,160.33
8,160.17
9,160.83
10,160.87
11,160.11
12,160.37
13,159.63
14,159.49
15,158.96
16,158.9
17,159.31
18,158.3
19,157.01
20,157.17
21,158.37
22,158.49
23,158.33
24,157.69
25,157.35
26,157.94
27,158.26
28,158.42
29,158.54
30,157.67
31,158.35
32,157.73
33,157.67
34,157.95
35,157.67
36,157.63
37,156.26
38,155.73
39,155.44
40,155.33
41,155.92
42,156.63
43,156.7
44,156.05
45,155.68
46,155.01
47,155.67
48,156.27
49,156.57
50,155.76
51,156.2
52,155.57
53,155.67
54,155.53
55,155.5
56,156.33
57,155.73
58,156.06
59,155.73
60,156.67
