Time (sec),Watt
1,151.07
2,151.07
3,144.33
4,166.46
5,168.09
6,168.7
7,168
8,165.82
9,163.81
10,164.87
11,165.57
12,166.17
13,164.45
14,162.47
15,162.81
16,164.14
17,164.69
18,161.22
19,160.26
20,161.11
21,164.35
22,165.57
23,165.99
24,165.49
25,164.53
26,162.73
27,161.05
28,159.5
29,159.67
30,161.01
31,161.07
32,159.99
33,159.55
34,158.44
35,158.67
36,158.69
37,159.24
38,160.25
39,160.02
40,160.53
41,161.06
42,160.33
43,159.18
44,158.91
45,162.55
46,164.16
47,160.15
48,158.41
49,158.05
50,157.31
51,157.65
52,156.82
53,157.74
54,157.28
55,157.52
56,158.45
57,158.37
58,157.96
59,158.1
60,159.37
