Time (sec),Watt
1,160.03
2,159.95
3,156.89
4,158.56
5,165.14
6,166.04
7,164.62
8,164.4
9,164.46
10,163.48
11,162.92
12,159.01
13,161.19
14,164.16
15,164.47
16,162.67
17,159.5
18,159.61
19,159.47
20,159.87
21,159.06
22,159.57
23,160.55
24,160.11
25,159.96
26,159.97
27,159.28
28,159.46
29,161.28
30,161.67
31,162.59
32,162.17
33,159.15
34,158.22
35,158.04
36,157.95
37,157.58
38,161.08
39,160.67
40,158.46
41,158.44
42,158.7
43,158.69
44,159.48
45,159.39
46,158.24
47,157.71
48,159.79
49,163.31
50,159.35
51,157.89
52,157.49
53,157.58
54,157.34
55,156.07
56,157.75
57,157.19
58,157.47
59,157.2
60,157.75
