Time (sec),Watt
1,150.84
2,150.34
3,149.3
4,139.88
5,157.13
6,160.07
7,161.14
8,158
9,157.09
10,156.51
11,156.27
12,158.88
13,159.71
14,158.42
15,159.2
16,161.69
17,163.59
18,160.23
19,161.02
20,159.5
21,166.25
22,168.15
23,170.96
24,170.18
25,168.59
26,168.9
27,168.49
28,167.36
29,165.79
30,166.31
31,166.92
32,163.23
33,161.9
34,162.77
35,162.26
36,161.96
37,162.32
38,162.49
39,162.69
40,162.13
41,162.69
42,160.15
43,160.09
44,159.75
45,160.05
46,159.59
47,158.9
48,159.25
49,159.45
50,159.58
51,159.09
52,158.7
53,158.42
54,158.3
55,158.89
56,158.94
57,158.95
58,158.38
59,159.55
60,160.56
