Time (sec),Watt
1,160.91
2,158.64
3,157.84
4,171.65
5,175.11
6,173.56
7,173.23
8,172.91
9,172.2
10,173.26
11,173.96
12,170.37
13,171.35
14,170.11
15,171.82
16,172.15
17,170.84
18,170.62
19,172.73
20,173.28
21,173.79
22,173.74
23,173.94
24,171.98
25,172.3
26,173.14
27,171.73
28,171.57
29,172.86
30,174.91
31,174.61
32,173.03
33,172.26
34,172.69
35,171.96
36,172.3
37,172.43
38,171.39
39,170.95
40,171.76
41,173.08
42,171.95
43,171.11
44,171.15
45,171.8
46,171.08
47,172.33
48,170.23
49,170.39
50,173.25
51,173.73
52,173.22
53,172.9
54,173.4
55,173.32
56,172.94
57,170.66
58,169.77
59,168.96
60,170.13
