Time (sec),Watt
1,151.64
2,151.72
3,148.85
4,161.21
5,158.3
6,157.29
7,156.95
8,157.7
9,156.05
10,154.89
11,157.29
12,157.35
13,153.22
14,153.54
15,158.23
16,155.44
17,154.42
18,154
19,155.39
20,157.66
21,158.46
22,156.94
23,153.52
24,153.48
25,156.65
26,157.79
27,157.73
28,158.35
29,155.68
30,152.91
31,152.29
32,152.81
33,153.01
34,153.58
35,156.98
36,154.79
37,156.5
38,156.71
39,155.71
40,155.6
41,156.05
42,156.55
43,155.91
44,155.89
45,155.8
46,157.73
47,157.25
48,154.21
49,153.63
50,154.64
51,153.85
52,153.44
53,152.75
54,153.93
55,153.52
56,153.53
57,153.11
58,153.47
59,154.24
60,154.95
