Time (sec),Watt
1,157.06
2,157.47
3,156.87
4,157.73
5,156.75
6,157.46
7,158.27
8,163.77
9,166.35
10,165.29
11,164.93
12,166.03
13,161.65
14,161.83
15,161.51
16,162.33
17,161.1
18,160.21
19,159.74
20,160.3
21,161.23
22,161.24
23,161.33
24,160.44
25,160.04
26,160.79
27,160.64
28,161.62
29,160.73
30,161.23
31,160.86
32,161.04
33,159.76
34,159.96
35,160.17
36,160.83
37,159.9
38,159.93
39,160.11
40,159.74
41,159.64
42,160.06
43,159.12
44,155.13
45,155.55
46,158.51
47,159.25
48,159.41
49,159.18
50,157.44
51,155.05
52,155.03
53,155.04
54,155.52
55,158.89
56,157.87
57,156.59
58,155.71
59,155.72
60,152.9
