Time (sec),Watt
1,160.43
2,161.56
3,158.7
4,162.31
5,163.1
6,162.89
7,163.14
8,162.3
9,162.16
10,161.1
11,160.69
12,162.85
13,161.82
14,162.04
15,161.42
16,161.18
17,162.09
18,162.41
19,161.42
20,161.19
21,161.5
22,161.74
23,161.05
24,161.48
25,161.49
26,162.11
27,162.12
28,160.9
29,161.52
30,161.05
31,161.26
32,161.6
33,160.48
34,160.63
35,160.58
36,160.48
37,161.17
38,160.54
39,161.02
40,160.07
41,160.45
42,160.65
43,160.56
44,160.3
45,161.94
46,161.28
47,160.7
48,160.78
49,160.29
50,159.38
51,160
52,159.86
53,159.75
54,159.48
55,159.46
56,159.96
57,159.71
58,159.7
59,159.65
60,161.05
