Time (sec),Watt
1,156.6
2,157.03
3,156.42
4,157.77
5,162.25
6,162.68
7,162.5
8,162.39
9,162.9
10,162.23
11,162.39
12,162.96
13,161.61
14,156.41
15,155.58
16,155.8
17,154.81
18,153.49
19,156.77
20,160.68
21,159.63
22,158.9
23,159.57
24,160.15
25,159.42
26,159.05
27,159.44
28,154.43
29,154.3
30,157.21
31,158.26
32,158.61
33,158.75
34,153.12
35,152.94
36,152.49
37,153.56
38,158.24
39,158.02
40,158.15
41,158.12
42,158.16
43,157.46
44,157.95
45,157.76
46,158.09
47,156.9
48,157.01
49,157.28
50,154.78
51,153.9
52,153.59
53,153.38
54,153.98
55,153.91
56,153.94
57,154
58,154.67
59,154.67
60,154.67
