Time (sec),Watt
1,157.79
2,157.97
3,161.46
4,166.15
5,165.99
6,164.02
7,162.31
8,162.13
9,161.88
10,162.78
11,165.38
12,163.86
13,161.17
14,157.81
15,162.91
16,163.45
17,163.02
18,163.2
19,158.83
20,158.08
21,161.45
22,161.88
23,160.75
24,160.98
25,160.12
26,159.44
27,158.41
28,159.08
29,159.74
30,159.6
31,159.67
32,159.47
33,159.57
34,159.52
35,160.42
36,160.46
37,159.56
38,158.89
39,158.84
40,159.19
41,159.13
42,159.97
43,160.1
44,159.54
45,159.34
46,158.66
47,158.74
48,158.99
49,158.68
50,159.45
51,158.64
52,158.63
53,158.53
54,159.52
55,159.95
56,159.84
57,159.58
58,159.44
59,158.68
60,161.25
