Time (sec),Watt
1,154.4
2,156.8
3,156.2
4,156.01
5,161.96
6,160.84
7,157.73
8,156.49
9,153.53
10,161.62
11,158.16
12,158.06
13,158.56
14,160.54
15,161.37
16,161.49
17,160.5
18,169.99
19,161.01
20,159.6
21,158.61
22,157.02
23,164.04
24,158.9
25,158.6
26,159.07
27,159.2
28,157.28
29,157.34
30,158.65
31,157.05
32,157.8
33,157.76
34,157.2
35,158.31
36,158.46
37,158.5
38,157.23
39,157.34
40,157.25
41,157.77
42,156.78
43,157.06
44,156.86
45,157.03
46,156.71
47,156.72
48,156.29
49,156.47
50,156.46
51,156.75
52,156.92
53,156.96
54,157.12
55,156.36
56,156.23
57,156.17
58,156.4
59,156.37
60,155.84
