Time (sec),Watt
1,155.43
2,152.9
3,148.9
4,160.36
5,161.24
6,160.72
7,160.74
8,161.41
9,160.06
10,161.09
11,160.05
12,160.28
13,160.27
14,160.88
15,160.59
16,160.37
17,159.16
18,159.43
19,159.67
20,160.02
21,160.16
22,159.18
23,159.22
24,158.49
25,158.7
26,159.95
27,159.02
28,160.31
29,158.98
30,159.56
31,159.08
32,159.68
33,158.96
34,159.39
35,159.36
36,159.52
37,158.95
38,158.78
39,159.03
40,159.34
41,159.38
42,159.09
43,158.89
44,159.3
45,159.59
46,159.56
47,159.23
48,159.21
49,159.01
50,159.2
51,158.98
52,159.46
53,159.2
54,159.4
55,159.24
56,158.83
57,159.07
58,159.74
59,159.05
60,160.53
