Time (sec),Watt
1,156.95
2,157.2
3,152.73
4,155.58
5,156.26
6,157.25
7,158.54
8,158.54
9,158.15
10,160
11,157.4
12,157.81
13,157.34
14,156.91
15,156.4
16,155.73
17,156.5
18,155.26
19,155.74
20,155.53
21,156.72
22,155.91
23,154.31
24,155.35
25,156.76
26,156.23
27,155.02
28,155.8
29,154.72
30,154.4
31,158.77
32,157.52
33,157.28
34,156.78
35,156.28
36,156.67
37,157.14
38,155.53
39,155.17
40,155.45
41,155.69
42,154.91
43,155.01
44,155.55
45,156.04
46,154.48
47,154.68
48,155.33
49,155.85
50,155.58
51,154.73
52,155.02
53,155.53
54,154.96
55,155.15
56,154.82
57,155.94
58,155.72
59,156.36
60,156.33
