Time (sec),Watt
1,154.99
2,153.28
3,153.46
4,156.66
5,156.95
6,157.27
7,159.85
8,161
9,159.52
10,159.32
11,159.4
12,157.31
13,156.31
14,154.36
15,156.75
16,160.16
17,156.21
18,155.47
19,155.25
20,155.93
21,156.26
22,157
23,155.35
24,156.26
25,156.26
26,155.97
27,154.81
28,155.18
29,151.28
30,152.6
31,154.99
32,155.71
33,152.24
34,153.64
35,156.18
36,157.08
37,156.79
38,156.73
39,156.36
40,156.54
41,153.16
42,149.05
43,150.49
44,152
45,153.48
46,153.97
47,152.47
48,154.21
49,154.99
50,154.36
51,153.61
52,153.41
53,154.1
54,154.64
55,154.38
56,154.73
57,153.4
58,157.63
59,159.78
60,159.95
