Time (sec),Watt
1,157.07
2,156.23
3,156.18
4,157.93
5,160.98
6,161.17
7,160.9
8,160.84
9,157.6
10,157.44
11,162.43
12,163.16
13,161.08
14,162.35
15,157.63
16,155.55
17,154.52
18,154.17
19,154.24
20,153.48
21,154.54
22,155.17
23,155.47
24,155.26
25,154.27
26,157.93
27,155.4
28,154.42
29,155.18
30,154.05
31,154.32
32,158.93
33,155.42
34,153.39
35,153.45
36,152.8
37,152.91
38,152.38
39,152.57
40,152.21
41,156.39
42,158.81
43,157.57
44,159.07
45,157.57
46,158.56
47,158.72
48,159.46
49,158.85
50,158.74
51,154.99
52,154.57
53,153.9
54,152.88
55,153.71
56,154.16
57,154.33
58,154.88
59,155.41
60,157.15
