Time (sec),Watt
1,160.16
2,159.35
3,151.15
4,161.83
5,162.61
6,163.41
7,164.88
8,165.85
9,164.41
10,164.19
11,161.39
12,162.8
13,159.7
14,158.4
15,161.95
16,161.17
17,158.32
18,158.4
19,159.76
20,161
21,161.81
22,161.65
23,161.53
24,162.13
25,162.02
26,162.33
27,162.09
28,161.99
29,165.62
30,160.13
31,159.65
32,159.3
33,159
34,159.26
35,158.9
36,158.9
37,157.74
38,158.7
39,159.66
40,159.16
41,159.82
42,159.05
43,159.01
44,158.2
45,158.85
46,159.26
47,163.59
48,163.82
49,159.47
50,158.7
51,159.02
52,158.72
53,158.54
54,158.44
55,158.06
56,155.14
57,156.23
58,155.34
59,155.62
60,157.19
