Time (sec),Watt
1,158.1
2,158.08
3,158.31
4,158.91
5,162
6,161.51
7,162.48
8,162.48
9,162.55
10,162.81
11,162.54
12,162.83
13,161.08
14,160.94
15,160.51
16,160
17,161.16
18,160.21
19,160.32
20,159.31
21,159.57
22,159.97
23,160.66
24,159.22
25,160.99
26,159.92
27,160.16
28,159.74
29,160.02
30,159.82
31,159.75
32,159.2
33,163.13
34,160.67
35,160.53
36,160.43
37,157.8
38,158.16
39,157.15
40,157.59
41,157.6
42,158.07
43,157.81
44,157.79
45,157.34
46,157.14
47,158.16
48,157.32
49,161.93
50,159.52
51,155.61
52,155.37
53,160.31
54,157.23
55,158.31
56,158.74
57,158.96
58,158.58
59,159.07
60,159.69
