Time (sec),Watt
1,155.67
2,155.06
3,152.81
4,163.32
5,165.11
6,165.17
7,164.5
8,164.88
9,164.32
10,157.41
11,157.94
12,158.89
13,158.09
14,157.6
15,157.29
16,157.13
17,156.86
18,156.62
19,160.52
20,162.46
21,162.29
22,158.12
23,158.01
24,157.89
25,157.55
26,157.64
27,157.83
28,157.38
29,157.42
30,157.91
31,157.87
32,157.82
33,157.78
34,156.93
35,157.57
36,157.7
37,156.74
38,157.26
39,157.29
40,156.05
41,156.11
42,156.7
43,157.07
44,156.22
45,156.81
46,156.68
47,157.3
48,157.57
49,157.14
50,156.82
51,157.08
52,156.96
53,156.85
54,155.72
55,153.59
56,153.77
57,152.65
58,154.19
59,153.62
60,154.05
