Time (sec),Watt
1,167.13
2,166.84
3,166.72
4,167.22
5,167.1
6,166.78
7,164.5
8,161.4
9,164.12
10,164.6
11,165.84
12,158.63
13,156.39
14,133.59
15,160.07
16,157.44
17,161.24
18,161.71
19,158.45
20,158.25
21,157.54
22,156.16
23,157.59
24,155.88
25,160.48
26,161.71
27,160.27
28,161.2
29,161.19
30,162.3
31,161.7
32,161.35
33,157.07
34,157.88
35,157.38
36,161.45
37,160.31
38,160.61
39,159.89
40,163.65
41,154.12
42,156.88
43,157.47
44,159.7
45,158.81
46,159.64
47,158.93
48,160.82
49,156.4
50,161.91
51,160.23
52,160.76
53,163.86
54,160.16
55,155.05
56,137.78
57,162.28
58,159.96
59,160.86
60,160.69
