Time (sec),Watt
1,166.93
2,168.38
3,167.7
4,169.09
5,171.78
6,171.47
7,170.36
8,165.15
9,168.78
10,168.11
11,164.22
12,162.72
13,162.19
14,148.12
15,151.72
16,163.29
17,158.62
18,163.47
19,164.56
20,159.09
21,158.12
22,158.19
23,159.32
24,158.34
25,158.88
26,162.96
27,159.93
28,158.17
29,160.28
30,159.81
31,160.01
32,159.57
33,160.28
34,158.93
35,158.04
36,158.34
37,158
38,160.02
39,159.07
40,159.52
41,159.2
42,160.1
43,159.98
44,159.67
45,158.74
46,159.56
47,158.03
48,160.28
49,160.95
50,158.89
51,156.73
52,157.9
53,157.68
54,162.18
55,159.22
56,159.52
57,162.9
58,159.71
59,158.04
60,158.04
