Time (sec),Watt
1,165.7
2,160.39
3,162.07
4,167.79
5,166.94
6,161.55
7,161.65
8,162.52
9,161.45
10,158.7
11,156.88
12,155.27
13,152.65
14,154.23
15,143.3
16,155.83
17,154.11
18,154.95
19,155.02
20,154.94
21,153.89
22,152.96
23,153.01
24,151.13
25,166.8
26,163.45
27,163.32
28,161.9
29,164.06
30,164.59
31,158.98
32,161.44
33,167.39
34,167.87
35,161.16
36,157.69
37,152.56
38,158.82
39,160.58
40,161.66
41,157.52
42,157.11
43,163.28
44,165.01
45,161.48
46,159.69
47,159.85
48,162.29
49,156.63
50,158.43
51,158.32
52,165.05
53,165.11
54,161.24
55,159.47
56,162.19
57,156.76
58,156.25
59,160.36
60,160.76
,
,
