Time (sec),Watt
1,165.5
2,168.19
3,169.19
4,168.94
5,166.87
6,161.71
7,164.89
8,166.97
9,166.51
10,166.21
11,166.34
12,163.49
13,159.32
14,161.41
15,163.99
16,162.66
17,162.77
18,138.55
19,163.51
20,161.93
21,163.59
22,163.25
23,158.38
24,156.88
25,155.25
26,161.94
27,161.31
28,158.15
29,157.18
30,159.29
31,158.6
32,157.84
33,154.64
34,156.97
35,160.61
36,162.35
37,158.72
38,158.19
39,157.33
40,155.56
41,157.49
42,156.62
43,158.31
44,162.06
45,160.49
46,159.98
47,160.7
48,159.1
49,159.12
50,163.3
51,156.11
52,155.36
53,158.73
54,160.5
55,159.12
56,157.46
57,161.7
58,156.6
59,157.74
60,153.38
,
,
