Time (sec),Watt
1,165.06
2,165.86
3,165.57
4,165.22
5,165.89
6,165.36
7,164.79
8,165.57
9,164.96
10,160.89
11,161.53
12,161.98
13,164.5
14,155.4
15,161.11
16,142.51
17,155.71
18,159.91
19,162.15
20,160.79
21,159.12
22,162.67
23,160.1
24,157.05
25,156.37
26,161.71
27,162.26
28,156.48
29,161.52
30,156.08
31,158.22
32,158
33,158.96
34,157.82
35,158.05
36,157.93
37,156.7
38,159.02
39,159.4
40,160.57
41,161.75
42,158.39
43,159.81
44,161.31
45,160.73
46,157.38
47,157.6
48,161.44
49,157.03
50,161.92
51,158.7
52,157.77
53,157.91
54,158.46
55,158.74
56,158.85
57,155.13
58,145.13
59,155.6
60,165.05
