Time (sec),Watt
1,160.53
2,160.77
3,161.59
4,161.55
5,161.01
6,160.86
7,161.29
8,161.75
9,161.74
10,161.2
11,162
12,160.87
13,160.17
14,158.63
15,158.49
16,158.14
17,154.23
18,136.5
19,156.37
20,154.74
21,156.42
22,158.74
23,153.9
24,160.08
25,158.66
26,157.56
27,158.63
28,159.9
29,159.85
30,159.12
31,160.23
32,159.03
33,158.89
34,158.84
35,160.94
36,158.83
37,160.01
38,163.51
39,157.66
40,155.69
41,158.67
42,157.01
43,156.36
44,157.24
45,157.37
46,158.44
47,158.25
48,158.28
49,161.34
50,163.4
51,157.69
52,156.6
53,155.64
54,155.15
55,156.96
56,158.45
57,158.75
58,159.72
59,160.39
60,160.61
