Time (sec),Watt
1,165.42
2,164.42
3,161.54
4,158.83
5,166.38
6,167.09
7,166.12
8,164.68
9,148.05
10,148.57
11,153.46
12,159.25
13,156.51
14,154.87
15,151.83
16,140.32
17,155.57
18,151.23
19,152.61
20,151.27
21,153.43
22,153.9
23,153.71
24,159.21
25,157.37
26,163.32
27,163.65
28,162.52
29,157.97
30,160.86
31,162.97
32,159.32
33,163.01
34,163.31
35,156.02
36,162.34
37,163.86
38,158.94
39,155.88
40,156.84
41,155.76
42,158.39
43,159.97
44,161.07
45,160.12
46,160.27
47,159.14
48,159.73
49,161.08
50,159.54
51,160.35
52,158.45
53,157.59
54,159.05
55,157.93
56,156.79
57,161.57
58,164.07
59,163.38
60,160.7
,
,
