Time (sec),Watt
1,164.31
2,165.01
3,165.3
4,164.47
5,164.2
6,164.22
7,163.87
8,162.27
9,164.9
10,163.6
11,161.99
12,135.18
13,158.82
14,156.46
15,158.01
16,160.75
17,159.33
18,158.59
19,158.3
20,158.91
21,158.59
22,159.01
23,158.67
24,158.84
25,158.93
26,159
27,159.36
28,160.19
29,159.93
30,160.04
31,160.1
32,160.19
33,169.93
34,157.53
35,155.91
36,155.74
37,155.5
38,155.58
39,156.52
40,157.06
41,159.7
42,163.4
43,161.76
44,160.98
45,159.98
46,161.17
47,161.01
48,159.23
49,157.88
50,158.5
51,158.03
52,158.8
53,159.31
54,159.88
55,160.22
56,160.42
57,159.76
58,158.89
59,159.27
60,159.23
