Time (sec),Watt
1,165.19
2,165.01
3,166.3
4,166.32
5,165.38
6,166.66
7,166.25
8,165.01
9,164.51
10,164.81
11,160.78
12,156.99
13,153.11
14,130.85
15,160.26
16,158.1
17,161.21
18,161.69
19,159.29
20,158.69
21,157.82
22,158.4
23,159.82
24,159.5
25,158.31
26,158.21
27,158.82
28,158.65
29,159.21
30,162.32
31,163.63
32,163.36
33,159.38
34,155.43
35,159.49
36,159.38
37,157.8
38,158.06
39,157.43
40,158.88
41,160.82
42,164.55
43,162.33
44,162.71
45,162.19
46,164.96
47,160.56
48,158.59
49,153.6
50,154.62
51,157.18
52,160.61
53,159.7
54,158.57
55,157.38
56,157.75
57,158.1
58,158.68
59,160.42
60,159.16
