Time (sec),Watt
1,161.63
2,164.13
3,166.94
4,169.11
5,166.36
6,170.13
7,170.47
8,166.57
9,167.28
10,169.67
11,167.71
12,169.22
13,169.08
14,167.06
15,162.79
16,159.6
17,157.56
18,166.03
19,162.35
20,161.06
21,161.84
22,164.85
23,164.13
24,161.09
25,161.25
26,161.5
27,157.8
28,154.34
29,159.01
30,162.76
31,160.62
32,161.46
33,163.06
34,160.75
35,160.42
36,159.58
37,159.38
38,159.76
39,159.91
40,159.73
41,159.86
42,160.83
43,161.06
44,156.22
45,158.95
46,159.66
47,158.95
48,159.14
49,159.27
50,157.5
51,158.1
52,161.91
53,161.73
54,161
55,158.03
56,158.02
57,159.65
58,159.14
59,159.59
60,158.17
