Time (sec),Watt
1,163.24
2,164.04
3,162.81
4,161.8
5,163.02
6,163.3
7,163.23
8,163.48
9,164.72
10,163.84
11,163.9
12,164.19
13,162.92
14,162.64
15,154.77
16,135.42
17,156.95
18,156.88
19,158.38
20,160.42
21,159.81
22,161.32
23,158.92
24,162.26
25,163.44
26,156.49
27,152.98
28,158.47
29,164.5
30,155.21
31,159.6
32,161.44
33,161.04
34,163.53
35,150.7
36,157.43
37,160.16
38,158.77
39,159.54
40,158.66
41,159.69
42,159.85
43,159.39
44,157.56
45,162.5
46,151.24
47,161
48,160.12
49,164.07
50,165.01
51,159.42
52,158.61
53,158.37
54,158.16
55,162.16
56,155.59
57,158.59
58,158.79
59,157.98
60,158.14
