Time (sec),Watt
1,169.26
2,169.34
3,169.45
4,170.2
5,168.19
6,169.02
7,167.83
8,167.14
9,167
10,166.28
11,160.68
12,160.29
13,167.46
14,135.37
15,162.68
16,158.09
17,156.62
18,156.8
19,157.88
20,161.77
21,158.16
22,156.48
23,155.94
24,157.47
25,156.2
26,158.15
27,159.25
28,158.88
29,160.39
30,158.26
31,157.12
32,158.17
33,162.87
34,159.81
35,158.98
36,158.42
37,161.31
38,158.97
39,153.92
40,157.49
41,155.85
42,159.13
43,159.34
44,159.58
45,160.27
46,161.05
47,157.28
48,157.94
49,160.25
50,157.17
51,159.83
52,159.82
53,160.75
54,160.51
55,157.07
56,153.08
57,155.59
58,157.36
59,157.21
60,156.86
