Time (sec),Watt
1,169.4
2,165.12
3,166.53
4,166.59
5,166.87
6,166.85
7,165.8
8,164.41
9,164.52
10,160.89
11,159.62
12,163.27
13,159.82
14,160.35
15,133.92
16,162.87
17,160.52
18,160.42
19,160.78
20,159.48
21,158.88
22,159.1
23,158.78
24,158.95
25,159.63
26,158.97
27,160.53
28,160.09
29,164.58
30,165.73
31,165.16
32,165.94
33,159.08
34,160.06
35,160.09
36,159.46
37,159.96
38,159.85
39,159.84
40,160.59
41,161.46
42,160.41
43,157.57
44,159.74
45,159.92
46,158.7
47,158.54
48,159.4
49,160.08
50,158.64
51,157.71
52,159.75
53,160.03
54,159.85
55,157.16
56,156.88
57,160.95
58,160.41
59,155.83
60,155.56
