Time (sec),Watt
1,155.48
2,159.2
3,161.73
4,159.16
5,158.37
6,159.64
7,160.44
8,159.09
9,158.34
10,156.53
11,155.79
12,130.95
13,153.45
14,157.3
15,162.87
16,162.59
17,156.83
18,157.97
19,160.87
20,157.26
21,158.96
22,157.33
23,157.09
24,160.23
25,160.77
26,160.5
27,158.75
28,160.59
29,161.21
30,161.49
31,151.94
32,150.34
33,153.49
34,154.4
35,161.53
36,151.95
37,160.63
38,160.87
39,160.98
40,160.77
41,161.3
42,160.78
43,163.54
44,160.26
45,155.61
46,161.4
47,158.73
48,155.17
49,155.66
50,158.28
51,161.86
52,158.28
53,157.86
54,158.5
55,157.01
56,156.02
57,160.07
58,158.4
59,156.54
60,155.79
