Time (sec),Watt
1,164.97
2,168.02
3,165.48
4,161.01
5,165.79
6,170.16
7,165.6
8,164.34
9,164.41
10,164.82
11,165.15
12,163.8
13,164.51
14,159.92
15,157.42
16,137.82
17,161.68
18,162.68
19,163.73
20,161.96
21,161.18
22,156.37
23,159.23
24,158.2
25,161.85
26,161.26
27,161.99
28,162.43
29,158.72
30,156.9
31,156.43
32,160.94
33,157.67
34,157.86
35,156.88
36,156.12
37,157.46
38,157.81
39,155.36
40,157.58
41,159.75
42,159.98
43,160.09
44,160.04
45,160.2
46,159.67
47,159.47
48,158.89
49,158.29
50,159.26
51,158.9
52,158.09
53,158.32
54,157.99
55,158.15
56,160.16
57,164.99
58,154.73
59,159.06
60,158.79
