Time (sec),Watt
1,160.74
2,160.66
3,160.88
4,162.94
5,163.04
6,160.3
7,158.78
8,154.99
9,158.16
10,165.8
11,166.11
12,160.35
13,148.46
14,163.97
15,158.23
16,158.33
17,158.98
18,159.34
19,159.95
20,163.26
21,167.3
22,167.34
23,165.09
24,160.25
25,163.29
26,162.66
27,163.39
28,163.96
29,163.28
30,160.31
31,159.43
32,160.85
33,163.92
34,165.37
35,163.93
36,161.87
37,163.23
38,162.78
39,158.83
40,158.75
41,159.06
42,162.12
43,162.39
44,161.92
45,160.23
46,159.9
47,161.53
48,159.36
49,159.76
50,160.95
51,160.62
52,161.3
53,160.99
54,161.37
55,161.16
56,160.42
57,159.81
58,159.36
59,159.58
60,161.15
