Time (sec),Watt
1,165.98
2,166.46
3,165.9
4,166.53
5,161.59
6,162.65
7,162.91
8,167.15
9,169.71
10,167.85
11,164.34
12,163.29
13,161.25
14,160.97
15,139.6
16,154.25
17,156.32
18,160.11
19,164.96
20,153.86
21,157.74
22,159.79
23,160.57
24,158.46
25,162.5
26,158.34
27,159.98
28,159
29,158.9
30,162.13
31,161.71
32,160.12
33,159.42
34,153.46
35,154.25
36,147.32
37,157.86
38,155.79
39,157.26
40,160.02
41,162.08
42,162.89
43,162.48
44,162.74
45,162.99
46,162.41
47,161.06
48,162
49,160.79
50,160.72
51,157.87
52,161.06
53,155.02
54,163.68
55,159.79
56,157.04
57,158.76
58,155.85
59,159.39
60,159.45
,
,
