Time (sec),Watt
1,170.14
2,171.33
3,170.37
4,168.55
5,167.42
6,167.86
7,167.84
8,168.07
9,164.17
10,163.47
11,162.05
12,161.97
13,142.68
14,148.23
15,162.12
16,166.68
17,163.7
18,164.43
19,160.03
20,161.19
21,162.07
22,161.49
23,162.47
24,160.08
25,161.88
26,164.23
27,161.46
28,159.26
29,159.66
30,159.74
31,160.1
32,160.74
33,161.03
34,159.92
35,160.27
36,159.86
37,160.28
38,161.08
39,160.58
40,161.07
41,160.89
42,160.63
43,160.37
44,158.89
45,158.45
46,159.65
47,158.45
48,157.4
49,159.26
50,159.43
51,160.43
52,160.34
53,161.33
54,160.36
55,164
56,160.76
57,158.06
58,160.26
59,160.93
60,161.4
