Time (sec),Watt
1,168.04
2,167.78
3,165.33
4,166.38
5,167.49
6,168.94
7,169.23
8,165.81
9,163.54
10,164.17
11,161.85
12,160.27
13,158.68
14,135.79
15,163.84
16,161.56
17,162.82
18,160.47
19,158.6
20,158.09
21,157.34
22,157.33
23,158.75
24,158.63
25,159.35
26,158.93
27,160.81
28,161.04
29,159.31
30,159.54
31,159.21
32,161.07
33,159.38
34,161.63
35,160.21
36,151.36
37,154.05
38,159.17
39,160.16
40,159.49
41,161.11
42,161.84
43,159.08
44,162.67
45,162.37
46,158.96
47,159.62
48,161.21
49,160.02
50,155.63
51,160.5
52,162.25
53,161.79
54,162.68
55,158.27
56,157.65
57,157.82
58,157.73
59,157.68
60,159.41
,
,
,
