Time (sec),Watt
1,164.22
2,164.18
3,165.04
4,164.83
5,164.76
6,164.61
7,163.8
8,163.5
9,161.2
10,161.47
11,161.86
12,160.24
13,157.38
14,157.79
15,135.6
16,162.88
17,156.3
18,157.76
19,155.85
20,157.15
21,160.41
22,156.38
23,155.47
24,155.84
25,158.15
26,158.16
27,157.42
28,157.16
29,159.23
30,160.64
31,160.09
32,159.37
33,154.78
34,158.45
35,156.81
36,153.44
37,158.29
38,158.04
39,158.82
40,156.37
41,157.93
42,155.53
43,158.45
44,162.9
45,158.09
46,159.16
47,160.8
48,164.2
49,159.66
50,158.4
51,158.32
52,159.54
53,159.66
54,160.28
55,158.4
56,156.1
57,156.72
58,156.53
59,156.89
60,156.5
