Time (sec),Watt
1,169.81
2,169.49
3,169.31
4,169.95
5,169.91
6,169.6
7,169.52
8,169.4
9,166.26
10,164.43
11,167.8
12,161.98
13,158.64
14,157.35
15,152.29
16,157.36
17,161.42
18,160.63
19,159.9
20,159.16
21,159.05
22,158.49
23,154.98
24,158.74
25,158.6
26,157.59
27,157.95
28,158.83
29,158.46
30,159.94
31,159.21
32,158.68
33,158.33
34,158.14
35,157.48
36,157.15
37,158.09
38,159.04
39,159.29
40,159.82
41,159.26
42,159.49
43,160.17
44,160.16
45,160.07
46,160.02
47,158.16
48,158.71
49,159.18
50,159.66
51,159.62
52,158.79
53,156.56
54,157.66
55,158.32
56,158.58
57,158.45
58,156.62
59,157.28
60,157.28
