Time (sec),Watt
1,168.95
2,169.83
3,170.21
4,166.62
5,164.13
6,166.7
7,170.2
8,170.46
9,170.11
10,168.11
11,167.72
12,165.23
13,162.08
14,162.68
15,139.72
16,160.09
17,158.47
18,154.42
19,159.87
20,159.62
21,165.27
22,160.82
23,159.24
24,158.41
25,158.68
26,159.32
27,162.98
28,163.28
29,162.89
30,159.37
31,159.98
32,161.57
33,161.76
34,159.28
35,159.08
36,158.72
37,159.14
38,158.83
39,159.63
40,160.01
41,160.22
42,159.32
43,157.84
44,157.68
45,158.5
46,160.41
47,155.44
48,155.37
49,155.09
50,160.09
51,160.5
52,160.99
53,157.4
54,159.58
55,159.19
56,158.63
57,158.59
58,158.22
59,158.48
60,158.25
