Time (sec),Watt
1,119.45
2,120.72
3,119.94
4,119.27
5,118.83
6,114.24
7,115.89
8,118.46
9,122.24
10,121.95
11,122.58
12,123.12
13,124.42
14,121.91
15,121.63
16,120.94
17,123.04
18,124.78
19,127.08
20,127.23
21,128.27
22,130.88
23,132.64
24,133.23
25,139.95
26,140.47
27,141.69
28,147.29
29,147.58
30,148.56
31,146.76
32,149.88
33,152.58
34,151.11
35,151.36
36,152.72
37,152.43
38,150.43
39,151.34
40,145.49
41,141.44
42,149.02
43,149.74
44,147.62
45,142.58
46,147.7
47,148.01
48,149.78
49,144.69
50,143.71
51,144.02
52,144.43
53,146.03
54,145.74
55,145.58
56,147.32
57,151.34
58,153.38
59,150.81
60,150.08
