Time (sec),Watt
1,126.37
2,125.53
3,126.48
4,125.68
5,125.89
6,124.81
7,126.29
8,123.5
9,123.81
10,122.51
11,123.39
12,129.08
13,126.96
14,127.21
15,128.08
16,130.16
17,130.31
18,123.6
19,125.98
20,126.06
21,125.89
22,128.81
23,132.02
24,134.42
25,135.68
26,133.88
27,138.8
28,143.6
29,146.83
30,152.84
31,159.38
32,156.98
33,156.96
34,159.15
35,168.38
36,161.77
37,162.49
38,163.09
39,168.88
40,164.11
41,165.18
42,159.78
43,159.92
44,162
45,162.99
46,159.63
47,158.19
48,161.62
49,158.28
50,159.22
51,153.81
52,152.85
53,152.2
54,152.97
55,159.93
56,157.85
57,156.25
58,155.54
59,168.28
60,164.09
