Time (sec),Watt
1,133.31
2,133.22
3,134.84
4,132.32
5,129.82
6,127.28
7,125.98
8,131.91
9,132.76
10,133.78
11,133.03
12,134.94
13,135.63
14,136.65
15,139.28
16,133.39
17,132.71
18,133.39
19,138.58
20,140.56
21,139.38
22,140.79
23,149.02
24,150.3
25,152.2
26,156.26
27,159.45
28,165.22
29,169.15
30,166.68
31,166.65
32,159.61
33,167.51
34,169.7
35,168.07
36,167.88
37,168.36
38,163.91
39,166.02
40,160.16
41,162.29
42,161.93
43,164.63
44,158.79
45,156.65
46,156.89
47,159.38
48,159.01
49,156.46
50,158.47
51,151.75
52,155.17
53,157.37
54,158.23
55,156.95
56,156.15
57,157.25
58,157.58
59,153.55
60,150.49
