Time (sec),Watt
1,155.5
2,155.53
3,156.31
4,151.04
5,147.24
6,146.4
7,146.11
8,149.03
9,148.1
10,153.46
11,153.65
12,152.23
13,156.73
14,159.26
15,160.28
16,158.97
17,151.97
18,153.34
19,154.18
20,157.04
21,154.1
22,160.56
23,161.71
24,150.58
25,154.07
26,160.15
27,157.57
28,157.55
29,160.53
30,155.93
31,156.82
32,160.1
33,154.08
34,157.75
35,156.78
36,156.02
37,157.25
38,157.46
39,156.91
40,155.35
41,155.75
42,150.9
43,149.61
44,148.34
45,149.13
46,154.86
47,154.82
48,156.89
49,156.1
50,152.31
51,153.73
52,153.97
53,151.79
54,151.54
55,150.98
56,151.15
57,153.91
58,153.42
59,153.01
60,149.48
