Time (sec),Watt
1,144.52
2,144.82
3,144.22
4,142.92
5,141.69
6,140.28
7,142.89
8,147.31
9,149.61
10,149.86
11,152
12,152.36
13,159.95
14,153.63
15,147.47
16,147.08
17,146.95
18,152.56
19,157.2
20,158.55
21,154.26
22,159.19
23,162.62
24,167.11
25,168.68
26,172.84
27,172.74
28,174.86
29,171.65
30,174.83
31,175.39
32,175.66
33,175.23
34,175.64
35,172.81
36,170.79
37,172.38
38,171.48
39,170.47
40,170.38
41,174.21
42,174.16
43,173.92
44,174.14
45,172.23
46,175.3
47,175.48
48,175.02
49,171.26
50,171.39
51,172.24
52,173.45
53,174.16
54,173.22
55,175.23
56,172.73
57,176.84
58,171.96
59,172.09
60,171.37
