Time (sec),Watt
1,122.49
2,122.11
3,122.43
4,121.37
5,121.86
6,114.51
7,113.66
8,118.23
9,120.65
10,126.41
11,126.36
12,124.46
13,126.29
14,127.1
15,129.24
16,127.28
17,123.99
18,123.18
19,123.78
20,124.9
21,125.58
22,129.7
23,130.58
24,128.73
25,129.52
26,125.15
27,125.87
28,127.67
29,126.8
30,129.52
31,132.24
32,134.78
33,134.95
34,137.58
35,138.97
36,141.12
37,144.32
38,148.34
39,150.72
40,154.89
41,155.62
42,149.7
43,151.33
44,154
45,155.51
46,155.19
47,155.62
48,156.88
49,158.07
50,154.76
51,151.65
52,150.14
53,149.7
54,150.56
55,149.09
56,147.56
57,146.9
58,149.92
59,152.1
60,148.97
