Time (sec),Watt
1,119.81
2,121.12
3,120.51
4,119.45
5,117.4
6,117.91
7,117.41
8,122.12
9,124.97
10,124.02
11,122.97
12,124.58
13,125.17
14,124.7
15,125.96
16,123.01
17,123.25
18,123.08
19,121.93
20,124.73
21,126.25
22,129.38
23,131.58
24,131.62
25,132.91
26,134.59
27,135.68
28,140.76
29,141.87
30,145.25
31,149.13
32,141.88
33,150.23
34,150.79
35,150.91
36,153.64
37,152.3
38,153.29
39,153.2
40,155.12
41,150.19
42,151.64
43,150.13
44,148.82
45,150.02
46,150.14
47,146.74
48,146.63
49,148.13
50,146.65
51,147.18
52,144.61
53,143.35
54,142.52
55,142.61
56,147.33
57,146.26
58,146.54
59,146
60,153.79
