Time (sec),Watt
1,128.38
2,118.77
3,120.04
4,120.36
5,118.83
6,113.66
7,115.17
8,121.78
9,124.79
10,123.84
11,124.17
12,124.14
13,124.84
14,123.31
15,123.53
16,121.73
17,123.02
18,123.37
19,122.83
20,124.14
21,128.89
22,132.29
23,130.28
24,131.84
25,131.02
26,133.12
27,134.54
28,135.95
29,148.72
30,142.75
31,145.77
32,146.28
33,148.95
34,151.11
35,151.39
36,150.03
37,153.09
38,154.89
39,154
40,152.76
41,158.96
42,154.29
43,151.13
44,152.13
45,148.38
46,146.59
47,150.06
48,149.98
49,147.06
50,147.5
51,146.76
52,148.52
53,145.54
54,145.25
55,142.66
56,142.68
57,147
58,147.9
59,146.99
60,146.99
