Time (sec),Watt
1,110.58
2,110.33
3,108.66
4,109.7
5,110.07
6,108.52
7,106.25
8,106.32
9,109.55
10,115.53
11,115.76
12,114.25
13,115.26
14,116.18
15,118.02
16,119.98
17,121.02
18,116.92
19,116.35
20,114.58
21,118.11
22,120.02
23,122.29
24,123.12
25,122.14
26,121.05
27,123.11
28,125.84
29,126.29
30,127.53
31,130.71
32,133.48
33,138.58
34,139.1
35,139.46
36,139.16
37,137.02
38,140.79
39,143.26
40,142.8
41,143.89
42,142.94
43,143.18
44,139.85
45,137.38
46,137.71
47,138.5
48,136.44
49,137.21
50,134.5
51,133.58
52,137.62
53,137.31
54,137.42
55,135.8
56,135.45
57,134.98
58,135.28
59,133.61
60,135.66
