Time (sec),Watt
1,137.35
2,137.51
3,137.08
4,131.81
5,132.79
6,135.75
7,138.8
8,139.37
9,137.49
10,138.44
11,140.69
12,142.44
13,143.35
14,136.56
15,137.53
16,137.62
17,139.18
18,140.9
19,144.22
20,144.27
21,146.03
22,147.86
23,147.63
24,155.07
25,155.94
26,155.71
27,157.06
28,150.18
29,147.29
30,150.04
31,150.89
32,150.66
33,150.05
34,148.97
35,147.95
36,153.35
37,158.19
38,156.64
39,153.38
40,157.5
41,158.3
42,155.61
43,146.87
44,149.24
45,151.79
46,149.31
47,152.41
48,149.88
49,144.15
50,145.48
51,148.6
52,141.9
53,146.25
54,148.08
55,151.51
56,151.35
57,153.41
58,155.23
59,158.1
60,162.18
