Time (sec),Watt
1,153.86
2,156.13
3,153.08
4,150.58
5,147.42
6,145.93
7,150.48
8,154.89
9,153.83
10,155.97
11,156.4
12,155.97
13,155.32
14,154.26
15,147.82
16,148.46
17,148.27
18,151.78
19,150.55
20,151.72
21,143.51
22,152.11
23,153.26
24,160.4
25,154.74
26,155.99
27,154.76
28,151.23
29,155.67
30,158.15
31,152.08
32,153.37
33,153.03
34,153.11
35,154.58
36,153.21
37,154.25
38,153.05
39,152.3
40,153.24
41,152.63
42,152.14
43,151.57
44,152.26
45,153.76
46,152.25
47,151.19
48,146.44
49,146.72
50,150.13
51,150.3
52,150.78
53,150.75
54,149.03
55,149.27
56,149.42
57,147.51
58,149.92
59,145.09
60,148.85
