Time (sec),Watt
1,136.89
2,136.14
3,135.33
4,131.68
5,130.89
6,131.75
7,129.07
8,133.8
9,132.79
10,132.13
11,133.65
12,136.11
13,137.73
14,138.54
15,137.43
16,139.04
17,138.98
18,139.65
19,141.42
20,139
21,139.81
22,135.07
23,136.18
24,138.64
25,138.95
26,141.94
27,144.58
28,146.53
29,148.79
30,148.29
31,151.27
32,154.4
33,154.91
34,162.26
35,163.38
36,164.87
37,169.1
38,171.43
39,170.78
40,170.51
41,171.82
42,170.57
43,168.32
44,167.57
45,166.41
46,166.3
47,164.4
48,161.02
49,168.33
50,159.93
51,160.04
52,160.3
53,159.41
54,156.64
55,154.98
56,155.28
57,154.89
58,155.91
59,156.01
60,155
