Time (sec),Watt
1,131.09
2,130.96
3,131.66
4,129.44
5,129.13
6,127.6
7,126.41
8,132.28
9,134.9
10,133.59
11,134.03
12,135.58
13,134.85
14,136.93
15,133.21
16,131.22
17,130.84
18,133.57
19,136.04
20,138.11
21,141.22
22,144.32
23,149.82
24,149.75
25,152.78
26,157.66
27,159.79
28,166.53
29,169.35
30,166.73
31,163.21
32,168.21
33,168.58
34,167.11
35,168.27
36,167.16
37,164.49
38,164.89
39,161.48
40,162.5
41,162.95
42,163.02
43,159.58
44,156.66
45,160.28
46,157.99
47,157.42
48,156.9
49,156.96
50,157.59
51,151.62
52,155.71
53,155.63
54,153.94
55,152.74
56,152.85
57,158.88
58,157.36
59,157.36
60,157.36
