Time (sec),Watt
1,110.17
2,109.06
3,108.81
4,110.85
5,111.01
6,107.87
7,105.46
8,105.72
9,109.29
10,113.55
11,116.7
12,116.63
13,115.81
14,118.38
15,119.39
16,116.94
17,115.66
18,114.34
19,113.89
20,118.81
21,120.35
22,122.7
23,123.06
24,122.85
25,123.77
26,125.86
27,125.29
28,130.41
29,132.01
30,132.48
31,136.07
32,140.23
33,138.12
34,138.04
35,137.25
36,140.81
37,140.18
38,143.43
39,142.62
40,133.37
41,137.67
42,140.24
43,140.9
44,140.34
45,140.16
46,137.83
47,137.75
48,138.58
49,137.13
50,136.12
51,135.27
52,137.66
53,138.62
54,139.26
55,136.94
56,135.65
57,134.91
58,134.91
59,136.65
60,140.59
