Time (sec),Watt
1,126.99
2,128.99
3,125.94
4,125.35
5,125.43
6,124.38
7,126.49
8,130.87
9,129.69
10,138.88
11,130.31
12,131.84
13,132.63
14,129.8
15,128.21
16,126.18
17,127.45
18,133.9
19,133.29
20,138.58
21,138.29
22,198.78
23,141.29
24,143.05
25,148.77
26,151.73
27,155.23
28,161.2
29,162.61
30,160.8
31,161.26
32,163.07
33,165.77
34,166.38
35,165.17
36,165.15
37,166.86
38,163.83
39,164.59
40,160.04
41,159.28
42,160.82
43,161.83
44,160.86
45,157.51
46,167.91
47,161.81
48,162.82
49,162.6
50,158.79
51,155.3
52,156.07
53,157.93
54,161.23
55,159.98
56,160.2
57,161.22
58,159.99
59,160.87
60,161.64
