Time (sec),Watt
1,126.85
2,125.8
3,124.87
4,124.39
5,123.03
6,120.6
7,121.41
8,121.78
9,127.09
10,129.92
11,131.13
12,127.93
13,131.02
14,131.12
15,132.69
16,132.57
17,127.35
18,126.37
19,128.24
20,132.11
21,134.34
22,137.67
23,138.81
24,139.36
25,141.8
26,143.96
27,145.09
28,149.81
29,156.07
30,160.86
31,161.59
32,159.95
33,159.95
34,158.25
35,160.37
36,163.62
37,165.68
38,163.8
39,164.31
40,164.8
41,165.95
42,161.68
43,160.36
44,159.84
45,155.89
46,158.72
47,160.77
48,160.61
49,153.71
50,156.19
51,157.74
52,158.72
53,159.53
54,157.15
55,154.42
56,154.44
57,156.44
58,158.27
59,154.86
60,150.46
