Time (sec),Watt
1,136.7
2,136.25
3,136.35
4,133.03
5,132.31
6,131.65
7,133.73
8,136.95
9,137.7
10,139.83
11,138.82
12,141.15
13,141.8
14,141.37
15,135.97
16,137.13
17,137.09
18,136.99
19,141.83
20,141.47
21,144.1
22,149.52
23,150.19
24,154.11
25,157.39
26,160.41
27,165.49
28,163.74
29,165.08
30,169.34
31,169.77
32,163.69
33,161.21
34,164.38
35,161.34
36,160.43
37,160.09
38,160.69
39,158.46
40,156.19
41,156.68
42,159.74
43,159.07
44,155.08
45,157.49
46,158.81
47,155.78
48,154.69
49,154.97
50,156.1
51,156.66
52,153.86
53,152.33
54,149.76
55,156.37
56,156.72
57,152.92
58,149.08
59,154.33
60,156.26
