Time (sec),Watt
1,111.12
2,110.34
3,110.15
4,111.09
5,111.09
6,110.47
7,108.63
8,106.83
9,109.43
10,118.18
11,116.37
12,117.97
13,117.35
14,118.29
15,118.66
16,117.04
17,116.74
18,114.68
19,117.92
20,120.85
21,121.21
22,121.81
23,122.13
24,123.66
25,125.92
26,129.39
27,131.93
28,131.25
29,131.99
30,137.6
31,132.68
32,132.6
33,136.19
34,139.51
35,140.79
36,141.23
37,141.97
38,142.5
39,142.88
40,141.8
41,141.43
42,138.91
43,137.11
44,138.1
45,138.05
46,134.55
47,135.77
48,137.59
49,137.49
50,136.38
51,134.95
52,135.48
53,134.67
54,135.69
55,136.86
56,136.21
57,135.86
58,140.19
59,140.85
60,141.65
